,Concept,Euclidean,Pearson
0,bee_raccoon,0.4202633202075958,1.0446519777178764
1,bird_ant,0.3813692331314087,1.0548482462763786
2,ant_raccoon,0.4050728380680084,0.9178931638598442
3,deer_fish,0.37754613161087036,1.0531857497990131
4,bear_frog,0.4038229286670685,0.9386355876922607
5,alligator_rhinoceros,0.3573404848575592,1.0638359561562538
6,rhinoceros_alligator,0.3573404848575592,1.0638359561562538
7,bird_deer,0.3853421211242676,1.0710323303937912
8,frog_turtle,0.41244417428970337,0.9556855596601963
9,bird_horse,0.33056125044822693,1.0181651469320059
10,horse_bird,0.33056125044822693,1.0181651469320059
11,alligator_turtle,0.28806373476982117,0.8474675863981247
12,kangaroo_camel,0.42551594972610474,1.0230764839798212
13,horse_kangaroo,0.3132287263870239,0.9098316058516502
14,kangaroo_horse,0.3132287263870239,0.9098316058516502
15,elephant_deer,0.3633172810077667,1.016474787145853
16,squirrel_cat,0.39405936002731323,0.9898296985775232
17,rabbit_deer,0.33121705055236816,1.0072484617121518
18,raccoon_rabbit,0.37799543142318726,1.0163924358785152
19,horse_monkey,0.3371928632259369,1.0526871159672737
20,rabbit_camel,0.33627253770828247,0.9860301362350583
21,monkey_dog,0.30951935052871704,0.8514658361673355
22,monkey_squirrel,0.33887407183647156,0.9391717277467251
23,horse_goat,0.347366601228714,1.0108886724337935
24,horse_cow,0.2575407326221466,0.8802898079156876
25,rhinoceros_cow,0.3267472982406616,0.9337602406740189
26,cow_lion,0.3199605345726013,0.8635414242744446
27,donkey_cow,0.3053012192249298,0.9325266778469086
28,lion_cow,0.3199605345726013,0.8635414242744446
29,bear_cow,0.3275865316390991,0.9796424545347691
30,camel_rhinoceros,0.44701695442199707,1.1935694068670273
31,cat_sheep,0.3645608127117157,0.9553759470582008
32,giraffe_donkey,0.3481009006500244,0.91852867603302
33,giraffe_lion,0.37710678577423096,0.9352400153875351
34,cow_dog,0.3209419548511505,0.9474189169704914
35,giraffe_dog,0.39795422554016113,1.010784444399178
36,donkey_dog,0.3974069356918335,1.1933239698410034
37,cat_dog,0.4487514793872833,1.1138348132371902
38,lion_bear,0.3783712387084961,0.9466749057173729
39,rabbit_raccoon,0.37799543142318726,1.0163924358785152
40,bear_leopard,0.3546728789806366,0.9586607776582241
41,rhinoceros_horse,0.30027249455451965,0.8680624067783356
42,raccoon_lion,0.4001859724521637,0.9247502461075783
43,tiger_raccoon,0.40053844451904297,0.9768161661922932
44,dog_bear,0.36237916350364685,1.002314685145393
45,dog_raccoon,0.4263818860054016,0.9687002673745155
46,deer_sheep,0.3605857491493225,0.965980876237154
